Model,MPN,Body Color,Brand,UPC,Body Material,Body Type,Model Year,Size,Country/Region of Manufacture,String Configuration,Orientation,Product Line,Condition,Price
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,KORINA,SOLID,2018.0,FULL SIZE,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,Used,966.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,78.0
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,MAPLE,SOLID,2016.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,1125.0
OTHER,NOT AVAILABLE,OTHER,RICKENBACKER,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2000.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1995.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,149.99
OTHER,NOT AVAILABLE,SILVER,CHARVEL,PROVIDED,OTHER,SOLID,2014.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,OTHER,Used,659.0
STRATOCASTER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,"ALDER, MAPLE",SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Seller refurbished,360.0
OTHER,NOT AVAILABLE,BEIGE,FENDER,PROVIDED,MAPLE,SEMI-HOLLOW,2019.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,575.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,OTHER,SOLID,2014.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,500.0
LES PAUL JUNIOR,NOT AVAILABLE,SUNBURST,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,2011.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,Used,120.0
OTHER,NOT AVAILABLE,GOLD,GIBSON,PROVIDED,OTHER,SOLID,2018.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,900.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,STRATOCASTER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,122.5
LES PAUL CLASSIC,NOT AVAILABLE,BLUE,GIBSON,PROVIDED,OTHER,SOLID,2018.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,1400.0
OTHER,PROVIDED,WHITE,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Open box,129.0
OTHER,NOT AVAILABLE,BLACK,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,7 STRING,NOT AVAILABLE,OTHER,Used,175.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,SOLID WOOD,OTHER,2000.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1932.0
OTHER,NOT AVAILABLE,BLACK,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2011.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,315.0
OTHER,NOT AVAILABLE,BLACK,EPIPHONE,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,EPIPHONE LES PAUL CUSTOM PRO,Used,499.0
STRATOCASTER,NOT AVAILABLE,BLACK,FENDER,NOT AVAILABLE,OTHER,SOLID,2004.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,355.0
OTHER,NOT AVAILABLE,BLONDE,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,149.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,ROSEWOOD,OTHER,2003.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,AMERICAN STANDARD,Used,260.0
STRATOCASTER HSS,NOT AVAILABLE,GREEN,FENDER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,850.0
OTHER,NOT AVAILABLE,BLACK,DEAN,PROVIDED,OTHER,SEMI-HOLLOW,2010.0,FULL SIZE,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,Used,299.0
OTHER,NOT AVAILABLE,WHITE,CHARVEL,PROVIDED,ALDER,SOLID,2019.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,OTHER,Used,600.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,175.0
OTHER,NOT AVAILABLE,NATURAL,GIBSON,PROVIDED,WALNUT,SOLID,1978.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,800.0
OTHER,NOT AVAILABLE,OTHER,TAYLOR,NOT AVAILABLE,OTHER,DREADNOUGHT,2005.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,699.0
OTHER,NOT AVAILABLE,BROWN,FENDER,NOT AVAILABLE,MAPLE,SOLID,2014.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,430.0
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,OTHER,HOLLOW,1966.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON ES,Used,3200.0
OTHER,PROVIDED,OTHER,WASHBURN,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,117.5
STRATOCASTER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,SOLID,2013.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1095.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,BARITONE,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,300.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,250.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2018.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,405.0
OTHER,NOT AVAILABLE,OTHER,RICKENBACKER,NOT AVAILABLE,MAPLE,SEMI-HOLLOW,2007.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2294.96
OTHER,NOT AVAILABLE,BLACK,FENDER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,269.99
OTHER,NOT AVAILABLE,OTHER,IBANEZ,PROVIDED,OTHER,OTHER,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,449.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,499.99
OTHER,PROVIDED,OTHER,SQUIER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,399.99
OTHER,PROVIDED,OTHER,IBANEZ,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,149.99
OTHER,PROVIDED,OTHER,SQUIER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,249.99
OTHER,PROVIDED,GREEN,UNBRANDED,PROVIDED,SOLID WOOD,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,90.99
OTHER,PROVIDED,OTHER,SQUIER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,249.99
OTHER,NOT AVAILABLE,OTHER,DEAN,PROVIDED,BASSWOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,199.0
OTHER,NOT AVAILABLE,BLACK,DEAN,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,DEAN ML,Used,295.0
OTHER,NOT AVAILABLE,SILVER,FENDER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,OTHER,Open box,573.74
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,NOT AVAILABLE,799.0
OTHER,NOT AVAILABLE,OTHER,IBANEZ,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,7 STRING,RIGHT-HANDED,OTHER,Used,209.95
OTHER,NOT AVAILABLE,WHITE,OTHER,NOT AVAILABLE,OTHER,OTHER,2018.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,New,1950.0
OTHER,NOT AVAILABLE,OTHER,SCHECTER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,225.0
OTHER,NOT AVAILABLE,PINK,SQUIER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,299.99
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,CHINA,6 STRING,LEFT-HANDED,OTHER,New,79.99
FLYING V,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,109.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,250.0
OTHER,NOT AVAILABLE,BLACK,SCHECTER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,200.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,94.0
OTHER,NOT AVAILABLE,OTHER,IBANEZ,PROVIDED,MAHOGANY,OTHER,2019.0,OTHER,JAPAN,6 STRING,NOT AVAILABLE,IBANEZ RG,Used,450.0
OTHER,NOT AVAILABLE,BLUE,OTHER,NOT AVAILABLE,OTHER,SOLID,2006.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,OTHER,Used,199.99
STRATOCASTER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,MAPLE,OTHER,1975.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,FENDER STRATOCASTER,Used,789.99
LES PAUL,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,OTHER,SEMI-HOLLOW,2016.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,NOT AVAILABLE,1199.0
OTHER,NOT AVAILABLE,BEIGE,FENDER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,FENDER TELECASTER,Used,975.0
OTHER,NOT AVAILABLE,OTHER,MARTIN,PROVIDED,ROSEWOOD,DREADNOUGHT,1997.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,433.0
OTHER,NOT AVAILABLE,OTHER,DEAN,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,299.0
OTHER,NOT AVAILABLE,SILVER,FENDER,PROVIDED,OTHER,SOLID,2017.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,775.0
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,MAPLE,GRAND AUDITORIUM,2011.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,515.0
VINTAGE,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,225.0
OTHER,NOT AVAILABLE,BLUE,SQUIER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,INDONESIA,6 STRING,NOT AVAILABLE,OTHER,Used,329.99
OTHER,NOT AVAILABLE,OTHER,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2005.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,395.0
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,699.99
OTHER,NOT AVAILABLE,GRAY,OTHER,PROVIDED,OTHER,OTHER,2014.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,2300.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,OTHER,SOLID,2016.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,Used,899.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,ELECTRIC GUITAR,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,80.0
OTHER,NOT AVAILABLE,BROWN,FENDER,NOT AVAILABLE,MAPLE,SOLID,2014.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,430.0
VINTAGE,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,199.0
OTHER,NOT AVAILABLE,BLUE,FIREFLY,NOT AVAILABLE,MAHOGANY,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,109.0
CUSTOM,NOT AVAILABLE,YELLOW,OTHER,PROVIDED,ASH,SOLID,2015.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,415.0
OTHER,NOT AVAILABLE,BLACK,DEAN,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,69.95
LES PAUL CUSTOM,NOT AVAILABLE,WHITE,EPIPHONE,NOT AVAILABLE,SOLID WOOD,SOLID,2000.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,324.99
OTHER,NOT AVAILABLE,SUNBURST,SILVERTONE,NOT AVAILABLE,OTHER,HOLLOW,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1179.99
STRATOCASTER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,ALDER,STRATOCASTER,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,1850.0
OTHER,NOT AVAILABLE,WHITE,ESP,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,415.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,149.0
CUSTOM,NOT AVAILABLE,GREEN,OTHER,PROVIDED,BASSWOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,Used,210.0
OTHER,NOT AVAILABLE,NATURAL,IBANEZ,NOT AVAILABLE,MAPLE,HOLLOW,2007.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,549.0
OTHER,NOT AVAILABLE,BLUE,FENDER,PROVIDED,OTHER,OTHER,2006.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,257.0
CUSTOM,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,ALDER,OTHER,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,New,550.0
LES PAUL TRADITIONAL,NOT AVAILABLE,GREEN,PRS,PROVIDED,OTHER,SOLID,2012.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,475.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2008.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,229.99
OTHER,NOT AVAILABLE,SUNBURST,RICKENBACKER,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,UNITED STATES,12 STRING,RIGHT-HANDED,OTHER,Used,2995.0
OTHER,PROVIDED,GREEN,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,Used,40.6
OTHER,PROVIDED,TOBACCO BURST,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,152.77
OTHER,NOT AVAILABLE,OTHER,SCHECTER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,SCHECTER DIAMOND SERIES,Used,127.5
OTHER,NOT AVAILABLE,EBONY,GIBSON,PROVIDED,OTHER,SEMI-HOLLOW,1996.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON ES,Used,1830.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,OTHER,SOLID,2013.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,500.0
OTHER,PROVIDED,OTHER,FENDER,NOT AVAILABLE,OTHER,OTHER,2002.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,899.99
OTHER,NOT AVAILABLE,RED,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,2345.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,FULL SIZE,INDONESIA,6 STRING,RIGHT-HANDED,D'ANGELICO PREMIER,Open box,750.0
OTHER,PROVIDED,BLUE,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,38.0
OTHER,NOT AVAILABLE,BLUE,YAMAHA,NOT AVAILABLE,ASH,SOLID,1990.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,129.99
TELECASTER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER TELECASTER,New,304.0
OTHER,PROVIDED,NATURAL,EPIPHONE,NOT AVAILABLE,OTHER,HOLLOW,2019.0,OTHER,INDONESIA,12 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,292.97
OTHER,NOT AVAILABLE,BLACK,PEAVEY,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,139.99
CUSTOM,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,OTHER,SOLID,1988.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1995.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,300.0
OTHER,NOT AVAILABLE,BLACK,FENDER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,375.0
OTHER,PROVIDED,BLACK,FENDER,PROVIDED,BASSWOOD,DREADNOUGHT,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,219.99
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,ALDER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,New,769.99
OTHER,NOT AVAILABLE,BLACK,SQUIER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,399.99
OTHER,PROVIDED,BLACK,SQUIER,PROVIDED,POPLAR,SOLID,2019.0,MINI,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,179.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,181.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,New,239.99
OTHER,PROVIDED,SUNBURST,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,109.36
OTHER,NOT AVAILABLE,ORANGE,FENDER,NOT AVAILABLE,OTHER,SOLID,1990.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,550.0
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,ALDER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,79.99
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,699.99
OTHER,NOT AVAILABLE,OTHER,IBANEZ,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,Manufacturer refurbished,750.0
SG SPECIAL,NOT AVAILABLE,CHERRY,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,2008.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,Used,124.95
STRATOCASTER,NOT AVAILABLE,RED,SQUIER,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,210.0
OTHER,NOT AVAILABLE,NATURAL,OTHER,PROVIDED,MAHOGANY,SEMI-HOLLOW,2019.0,FULL SIZE,KOREA,6 STRING,NOT AVAILABLE,OTHER,Used,225.0
CUSTOM,NOT AVAILABLE,BLUE,FENDER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,New,950.0
OTHER,NOT AVAILABLE,SUNBURST,FENDER,PROVIDED,MAPLE,OTHER,2011.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,870.0
OTHER,NOT AVAILABLE,MULTICOLOR,PRS,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,550.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,149.99
OTHER,NOT AVAILABLE,OTHER,OVATION,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,199.99
OTHER,NOT AVAILABLE,OTHER,GIBSON,NOT AVAILABLE,OTHER,OTHER,2016.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,Used,600.0
OTHER,NOT AVAILABLE,OTHER,TAYLOR,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,OTHER,Used,799.0
OTHER,PROVIDED,OTHER,DANELECTRO,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,New,299.0
CUSTOM,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,OTHER,SOLID,1988.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1995.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,MAPLE,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,125.0
OTHER,NOT AVAILABLE,BEIGE,G&L,PROVIDED,OTHER,SOLID,2001.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,736.0
OTHER,NOT AVAILABLE,NATURAL,GIBSON,NOT AVAILABLE,SOLID WOOD,SOLID,1982.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2199.99
CUSTOM,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,JAZZ,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,1600.0
SG SPECIAL,NOT AVAILABLE,BROWN,GIBSON,PROVIDED,MAHOGANY,OTHER,2003.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON SG,Used,480.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,61.0
SG SPECIAL,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON SG,NOT AVAILABLE,69.99
CUSTOM,NOT AVAILABLE,OTHER,DEAN,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,1495.0
OTHER,NOT AVAILABLE,BROWN,OTHER,NOT AVAILABLE,OTHER,ELECTRIC GUITAR,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,Used,500.0
OTHER,NOT AVAILABLE,OTHER,G&L,NOT AVAILABLE,ALDER,SOLID,2018.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,705.0
OTHER,PROVIDED,OTHER,FENDER,NOT AVAILABLE,ALDER,SOLID,2018.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,New,980.0
OTHER,NOT AVAILABLE,RED,OTHER,PROVIDED,MAHOGANY,DREADNOUGHT,1977.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,775.0
OTHER,NOT AVAILABLE,BLACK,FENDER,PROVIDED,OTHER,SOLID,2000.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,AMERICAN STANDARD,New,800.0
