Model,MPN,Body Color,Brand,UPC,Body Material,Body Type,Model Year,Size,Country/Region of Manufacture,String Configuration,Orientation,Product Line,Condition,Price
OTHER,PROVIDED,GREEN,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,90.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,179.99
OTHER,NOT AVAILABLE,NATURAL,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,679.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,OTHER,SOLID,1976.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,Used,1999.0
OTHER,NOT AVAILABLE,BROWN,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,OTHER,FRANCE,6 STRING,RIGHT-HANDED,OTHER,New,2435.0
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,NOT AVAILABLE,MAHOGANY,SOLID,2018.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,539.1
OTHER,NOT AVAILABLE,RED,FENDER,PROVIDED,ALDER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,665.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,DREADNOUGHT,2019.0,OTHER,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,New,129.95
OTHER,NOT AVAILABLE,GRAY,SQUIER,PROVIDED,OTHER,SOLID,2002.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,210.0
OTHER,PROVIDED,OTHER,OVATION,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,299.99
OTHER,NOT AVAILABLE,OTHER,PRS,PROVIDED,"MAHOGANY, MAPLE",SOLID,2008.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1600.0
OTHER,NOT AVAILABLE,BLACK,KRAMER,PROVIDED,ALDER,SOLID,1985.0,FULL SIZE,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,299.0
OTHER,NOT AVAILABLE,BLACK,SQUIER,PROVIDED,OTHER,OTHER,2000.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,90.0
OTHER,NOT AVAILABLE,RED,SCHECTER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,325.0
OTHER,NOT AVAILABLE,OTHER,DEAN,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,199.99
WARLOCK,NOT AVAILABLE,RED,B.C. RICH,PROVIDED,OTHER,SOLID,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,250.0
OTHER,NOT AVAILABLE,BLACK,EPIPHONE,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,135.0
OTHER,NOT AVAILABLE,MULTICOLOR,DEAN,PROVIDED,MAHOGANY,SOLID,2007.0,FULL SIZE,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,340.0
OTHER,NOT AVAILABLE,BLUE,OTHER,PROVIDED,ACRYLIC,OTHER,2011.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Seller refurbished,135.0
VINTAGE,NOT AVAILABLE,RED,SILVERTONE,PROVIDED,OTHER,HOLLOW,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,93.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,JAZZ,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,368.03
OTHER,NOT AVAILABLE,MULTICOLOR,GIBSON,PROVIDED,OTHER,SEMI-HOLLOW,2014.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON ES,Used,1300.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,SOLID,2019.0,OTHER,MEXICO,6 STRING,NOT AVAILABLE,OTHER,Used,875.0
OTHER,NOT AVAILABLE,OTHER,CHARVEL,PROVIDED,ALDER,SOLID,2012.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,900.0
OTHER,PROVIDED,OTHER,JACKSON,PROVIDED,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,Open box,225.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Open box,5895.0
OTHER,NOT AVAILABLE,WINE RED,EPIPHONE,PROVIDED,OTHER,SOLID,2014.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,399.99
LES PAUL STUDIO,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,MAHOGANY,SOLID,2011.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,Used,635.01
OTHER,NOT AVAILABLE,BLACK,B.C. RICH,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,289.0
VINTAGE,NOT AVAILABLE,GOLD,FENDER,PROVIDED,OTHER,SOLID,2013.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,1300.0
OTHER,NOT AVAILABLE,BLACK,GUILD,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,NOT AVAILABLE,475.0
OTHER,NOT AVAILABLE,SUNBURST,EPIPHONE,PROVIDED,OTHER,SOLID,2019.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,Used,115.0
STRATOCASTER,NOT AVAILABLE,SUNBURST,FENDER,PROVIDED,OTHER,OTHER,2019.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,550.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,81.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,NOT AVAILABLE,OTHER,SOLID,2014.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,4499.0
OTHER,NOT AVAILABLE,CHERRY,OTHER,PROVIDED,LAMINATE,SEMI-HOLLOW,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,199.99
OTHER,NOT AVAILABLE,OTHER,YAMAHA,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,75.0
OTHER,PROVIDED,BLUE,IBANEZ,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,JAPAN,6 STRING,RIGHT-HANDED,IBANEZ JEM,Used,795.0
OTHER,NOT AVAILABLE,WHITE,FIREFLY,NOT AVAILABLE,MAHOGANY,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,95.0
OTHER,NOT AVAILABLE,BLACK,EVH,PROVIDED,BASSWOOD,OTHER,2019.0,OTHER,INDONESIA,6 STRING,NOT AVAILABLE,OTHER,Used,225.0
OTHER,NOT AVAILABLE,GOLD,IBANEZ,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,99.99
OTHER,PROVIDED,OTHER,IBANEZ,NOT AVAILABLE,OTHER,SOLID,2020.0,FULL SIZE,JAPAN,6 STRING,RIGHT-HANDED,OTHER,New,3499.99
OTHER,PROVIDED,OTHER,WASHBURN,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,99.99
CUSTOM,NOT AVAILABLE,WHITE,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,425.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,MAHOGANY,SOLID,2008.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1025.0
OTHER,NOT AVAILABLE,ORANGE,SQUIER,PROVIDED,ALDER,SOLID,2016.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,100.0
CUSTOM,NOT AVAILABLE,BLACK,EPIPHONE,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,Used,400.0
OTHER,NOT AVAILABLE,OTHER,PRS,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,500.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,87.86
SHORTY TRAVEL GUITAR,NOT AVAILABLE,BLUE,OTHER,PROVIDED,OTHER,SOLID,2019.0,TRAVEL,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,139.0
OTHER,NOT AVAILABLE,BLUE,IBANEZ,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,IBANEZ RG,Used,375.0
PLUS,NOT AVAILABLE,OTHER,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,2016.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,Used,315.0
OTHER,NOT AVAILABLE,BLACK,GRETSCH,NOT AVAILABLE,OTHER,SOLID,2013.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1695.0
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,SPRUCE,DREADNOUGHT,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Open box,1299.0
OTHER,NOT AVAILABLE,WHITE,PEAVEY,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,199.0
OTHER,NOT AVAILABLE,BLACK,ESP,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,ESP LTD,Used,600.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,MAHOGANY,SOLID,1984.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,OTHER,Used,5000.0
OTHER,NOT AVAILABLE,VINTAGE SUNBURST,SQUIER BY FENDER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,129.99
OTHER,NOT AVAILABLE,BLUE,IBANEZ,NOT AVAILABLE,OTHER,SOLID,1993.0,FULL SIZE,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,217.5
OTHER,PROVIDED,TOBACCO BURST,OTHER,NOT AVAILABLE,OTHER,SOLID,2018.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,118.57
OTHER,NOT AVAILABLE,BLACK,FENDER,PROVIDED,OTHER,SOLID,2019.0,MINI,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,90.0
OTHER,NOT AVAILABLE,OTHER,IBANEZ,PROVIDED,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,NOT AVAILABLE,OTHER,Used,199.99
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,59.9
FIREFLY,NOT AVAILABLE,RED,FIREFLY,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,214.95
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,50.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,29.8
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2020.0,FULL SIZE,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,New,119.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,66.85
OTHER,PROVIDED,OTHER,EVH,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,479.99
OTHER,PROVIDED,OTHER,IBANEZ,PROVIDED,OTHER,DREADNOUGHT,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,169.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,143.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,SPRUCE,DREADNOUGHT,2019.0,OTHER,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,New,499.99
OTHER,PROVIDED,SUNBURST,COZART,NOT AVAILABLE,"SOLID WOOD, ASH",SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,149.45
OTHER,NOT AVAILABLE,SUNBURST,IBANEZ,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,379.99
OTHER,NOT AVAILABLE,BUTTERSCOTCH BLONDE,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,NOT AVAILABLE,229.0
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,NOT AVAILABLE,"MAHOGANY, SOLID WOOD",SOLID,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,467.1
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,279.99
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,Used,83.93
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,ELECTRIC,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,169.99
OTHER,NOT AVAILABLE,RED,OTHER,PROVIDED,"LAMINATE, MAPLE",SEMI-HOLLOW,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,1295.0
OTHER,NOT AVAILABLE,BLACK,IBANEZ,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,8 STRING,RIGHT-HANDED,IBANEZ RG,Used,289.99
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,OTHER,HUNGARY,6 STRING,RIGHT-HANDED,OTHER,New,6485.0
OTHER,PROVIDED,OTHER,GRETSCH,PROVIDED,OTHER,HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GRETSCH STREAMLINER,Used,345.0
SG,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,49.0
OTHER,PROVIDED,SUNBURST,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,LEFT-HANDED,OTHER,New,81.95
OTHER,PROVIDED,PINK,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,89.95
OTHER,NOT AVAILABLE,WHITE,FENDER,PROVIDED,BASSWOOD,SOLID,2016.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,600.0
OTHER,NOT AVAILABLE,SUNBURST,FENDER,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,INDONESIA,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,New,259.0
OTHER,PROVIDED,BLACK,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,79.5
OTHER,PROVIDED,OTHER,YAMAHA,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,517.0
OTHER,NOT AVAILABLE,BLACK,FIREFLY,PROVIDED,MAHOGANY,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,250.0
OTHER,NOT AVAILABLE,OTHER,IBANEZ,PROVIDED,OTHER,SOLID,2019.0,OTHER,JAPAN,6 STRING,NOT AVAILABLE,OTHER,Used,3000.0
OTHER,NOT AVAILABLE,SUNBURST,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,22.5
SE CUSTOM 24,NOT AVAILABLE,OTHER,PRS,PROVIDED,MAPLE,SOLID,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,699.99
LES PAUL JUNIOR,NOT AVAILABLE,OTHER,EPIPHONE,NOT AVAILABLE,MAHOGANY,SOLID,2006.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,Used,499.0
OTHER,NOT AVAILABLE,BLACK,DEAN,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,7 STRING,RIGHT-HANDED,OTHER,Used,80.0
OTHER,NOT AVAILABLE,OTHER,TAYLOR,NOT AVAILABLE,OTHER,GRAND AUDITORIUM,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,599.99
LES PAUL,NOT AVAILABLE,YELLOW,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,174.99
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,245.07
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,829.0
OTHER,NOT AVAILABLE,BLACK,FENDER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,39.99
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,FENDER STRATOCASTER,Used,149.99
LES PAUL STANDARD,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,MAHOGANY,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,Used,1715.0
OTHER,NOT AVAILABLE,RED,OTHER,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,1275.0
OTHER,NOT AVAILABLE,OTHER,CHARVEL,PROVIDED,OTHER,OTHER,1992.0,FULL SIZE,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,Used,1399.99
OTHER,NOT AVAILABLE,OTHER,SCHECTER,PROVIDED,OTHER,SEMI-HOLLOW,2003.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,449.0
OTHER,NOT AVAILABLE,BLACK,JACKSON,PROVIDED,BASSWOOD,SOLID,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,183.0
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,1600.0
OTHER,NOT AVAILABLE,BLUE,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,109.0
STRATOCASTER AMERICAN STANDARD,NOT AVAILABLE,OTHER,FENDER,PROVIDED,ALDER,SOLID,2014.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,AMERICAN STANDARD,Used,925.0
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,119.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,251.5
OTHER,PROVIDED,OTHER,EVH,PROVIDED,OTHER,OTHER,2020.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,1699.99
OTHER,NOT AVAILABLE,GOLD,GIBSON,NOT AVAILABLE,OTHER,SOLID,2007.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,1549.0
OTHER,PROVIDED,GREEN,GUILD,PROVIDED,"MAHOGANY, MAPLE",SEMI-HOLLOW,2017.0,FULL SIZE,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,850.0
OTHER,NOT AVAILABLE,OTHER,FIREFLY,PROVIDED,MAHOGANY,SEMI-HOLLOW,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,149.0
OTHER,NOT AVAILABLE,OTHER,OVATION,PROVIDED,SPRUCE,OTHER,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,410.0
OTHER,NOT AVAILABLE,BUTTERSCOTCH BLONDE,SQUIER BY FENDER,NOT AVAILABLE,ALDER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,149.0
OTHER,NOT AVAILABLE,OTHER,JACKSON,NOT AVAILABLE,OTHER,SOLID,1988.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,499.85
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,MAHOGANY,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,New,200.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,PROVIDED,MAHOGANY,OTHER,2010.0,FULL SIZE,UNITED STATES,6 STRING,LEFT-HANDED,OTHER,Used,1000.0
OTHER,NOT AVAILABLE,BROWN,GIBSON,PROVIDED,OTHER,SOLID,1972.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,1875.0
OTHER,NOT AVAILABLE,OTHER,PEAVEY,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,52.0
OTHER,NOT AVAILABLE,OTHER,JACKSON,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,189.0
OTHER,PROVIDED,GREEN,DANELECTRO,PROVIDED,OTHER,OTHER,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,210.5
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,MAHOGANY,SOLID,2019.0,FULL SIZE,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,349.99
OTHER,NOT AVAILABLE,RED,EPIPHONE,PROVIDED,MAPLE,DOUBLE NECK,2015.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,799.99
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,ALDER,OTHER,2003.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,695.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,MAPLE,SOLID,2018.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1649.99
OTHER,PROVIDED,RED,WASHBURN,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,380.0
OTHER,NOT AVAILABLE,BLUE,OTHER,NOT AVAILABLE,OTHER,SOLID,2002.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,280.0
OTHER,NOT AVAILABLE,SUNBURST,OTHER,NOT AVAILABLE,SOLID WOOD,HOLLOW,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,575.0
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,100.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,SOLID WOOD,SOLID,2019.0,OTHER,KOREA,6 STRING,NOT AVAILABLE,OTHER,Used,399.99
OTHER,PROVIDED,BLUE,SQUIER,NOT AVAILABLE,MAPLE,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,118.7
CUSTOM,NOT AVAILABLE,OTHER,GIBSON,NOT AVAILABLE,OTHER,SOLID,2018.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,NOT AVAILABLE,5150.0
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2018.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,Used,299.0
OTHER,NOT AVAILABLE,BLACK,JACKSON,NOT AVAILABLE,OTHER,OTHER,1999.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,109.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,35.36
OTHER,PROVIDED,OTHER,COZART,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,12 STRING,RIGHT-HANDED,OTHER,New,145.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,BASSWOOD,OTHER,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,100.0
